,question,answer,evidence,type,difficulty
1036,"What did the music store look like when LiHua visited on February 13, 2026?","The store had rows of gleaming acoustic guitars hanging on wooden walls, with warm sunlight and a cozy corner with stools for trying them out.",['20260213_1000'],Single,medium
1037,"What ingredients did LiHua include in her meal on February 13, 2026?","LiHua's meal included quinoa, mixed veggies like red bell peppers, broccoli, carrots, and grilled chicken slices, garnished with fresh herbs.",['20260213_1245'],Single,hard
1038,What did LiHua observe during her last hiking trip?,"LiHua saw a mossy forest floor with beetles, ants, and a bright green caterpillar among the leaves and twigs.",['20260213_1900'],Single,hard
1039,"What brand and features did Li Hua consider for her protein powder on February 14, 2026?","Li Hua considered 'Pure Whey Protein – Vanilla,' which has no added sugars and 24g protein per serving.",['20260214_1600'],Single,medium
1040,"What did Li Hua's practice setup look like on February 16, 2026?","Li Hua's practice setup featured a classical guitar on a stand, a small amplifier, sheet music on a side table, and soft lighting from a nearby lamp.",['20260216_1000'],Single,hard
1041,"What musical instruments were visible in Adam's basement when Li Hua arranged to pick up the key on February 19, 2026?","There was a drum set, a keyboard stand, and several guitar cases in the basement.",['20260218_1800'],Single,medium
1042,"What did the basement key look like on February 19, 2026?",It was a small silver key with a blue plastic tag labeled 'Basement' resting on a wooden table.,['20260219_0800'],Single,medium
1043,"What kind of decorations did Li Hua propose for the basement on February 19, 2026?","Li Hua proposed adding gray, hexagonal sound-insulating pads arranged in a modern pattern to the basement wall.",['20260219_2000'],Single,medium
1044,"What did the basement look like on February 19, 2026, when LiHua first found it?","The basement was spacious and unfinished, with exposed brick walls, a concrete floor, a small window, old chairs, and storage boxes in the corner.",['20260219_2010'],Single,hard
1045,"What did Li Hua's music setup look like on the night of February 19, 2026?","Li Hua's setup included a guitar on a stand, a small amplifier, headphones, and sheet music on a desk lit by a warm desk lamp.",['20260219_2200'],Single,hard
1046,"How was Li Hua's basement music space set up on February 21, 2026?","The basement featured warm lighting, a red electric guitar on a stand, a small amplifier, a drum kit in the corner, classic rock band posters on the walls, a comfy couch, and a rug in the middle.",['20260221_1500'],Single,medium
1047,"What did the living room look like during the jam session on February 22, 2026?","The living room was cozy with a drum set in the corner, an electric guitar by the sofa, sheet music on the coffee table, and sunlight streaming in.",['20260222_1900'],Single,medium
1048,"What kind of therapy room did Li Hua suggest for Yuriko's studio on February 23, 2026?","A bright and airy room with colorful posters, a shelf of children’s books, and a welcoming table where a smiling speech therapist sits with a laughing child.",['20260223_1500'],Single,medium
1049,"What updates were visible in the basement on February 23, 2026?","The basement had freshly painted white walls, new recessed lighting, and stacks of wooden flooring panels arranged along one wall.",['20260223_1700'],Single,hard
1050,What did Central Perk café look like last week according to Yuriko Yamamoto?,"Central Perk café had brick walls, comfy armchairs, small wooden tables, a big window with soft sunlight, and a counter decorated with fresh flowers and pastries.",['20260225_1500'],Single,medium
1051,What did the coffee shop look like during Li Hua and Yuriko's last brainstorming session?,"It was a cozy space with sunlight streaming through a large window, where they sat at a small round table with laptops, notebooks, and colorful pens.",['20260226_1700'],Single,medium
1052,"What did LiHua's pedalboard setup look like on February 27, 2026?","LiHua's pedalboard was neatly arranged with colorful overdrive, delay, and reverb pedals connected by patch cables, with a sunburst electric guitar leaning against a small amplifier in the background.",['20260227_1200'],Single,medium
1053,How was the basement set up for Li Hua's guitar practice in February 2026?,"The basement featured a cozy corner with a standing lamp, a guitar on a stand next to a small amplifier, a music stand with sheet music, and a patterned rug on the floor.",['20260227_1830'],Single,medium
1054,"What did the neighborhood street look like on February 29th, 2026?","The street was lined with cherry blossom trees in full bloom, with people strolling and cafes offering outdoor seating under pink petals.",['20260301_1000'],Single,hard
1055,"What was seen near the pipes in the basement on the night before March 1, 2026?",There was a small puddle of water on the concrete floor and slight discoloration on the wall near the exposed pipes.,['20260301_1300'],Single,medium
1056,What did the concert venue look like during the show last year?,"The concert venue was a cozy indoor hall with warm lighting, a small stage set up with instruments, and a lively crowd gathered closely together.",['20260302_1800'],Single,medium
1057,What did Li Hua's pasta salad look like at the picnic last month?,"It was a large bowl of spiral pasta with cherry tomatoes, diced cucumbers, black olives, and fresh basil tossed in vinaigrette.",['20260302_1845'],Single,medium
1058,What did Yuriko Yamamoto’s homepage sketch look like before the meeting on March 6th?,"The sketch showed a prominent header, a large hero image space, three evenly spaced feature boxes, a clean navigation bar, and handwritten notes on colors and button placement.",['20260303_0930'],Single,medium
1059,What did the community garden look like during last year's cleanup event?,"The garden was lush with blooming flowers and fresh vegetables, and volunteers worked together with tools and gloves among colorful banners.",['20260304_0945'],Single,medium
1060,"What did the pasta salad look like before the potluck dinner on March 4, 2026?","The pasta salad was a colorful mix of spiral noodles, cherry tomatoes, black olives, diced bell peppers, and fresh herbs in a large bowl.",['20260304_1700'],Single,medium
1061,"What was ChaeSong-hwa doing during the potluck on March 4, 2026?","ChaeSong-hwa was singing in front of a small group with a microphone, while people smiled and clapped.",['20260304_2050'],Single,easy
1062,"How did Li Hua's stamina change over the past month as shown on the progress chart shared on March 5, 2026?","Li Hua's stamina showed a steady upward trend over the past month, with increasing workout durations and intensity.",['20260305_1700'],Single,medium
1063,Where did LiHua reserve a table for the meeting on March 6th?,LiHua reserved a cozy corner table by the window with two comfy armchairs and a vase of fresh flowers.,['20260306_1300'],Single,hard
